gem-location-id,gem-unit/phase-id,country/area,unit-name,plant-name,plant-name-(other),plant-name-(local),capacity-(mw),status,start-year,retired-year,location-accuracy,owner,parent,lat,lng,combustion-technology,region,url,"subnational-unit-(province,-state)"
L100000100038,G100000100963,Australia,Unit 2,Bluewaters power station,,,233.0,operating,2009,,exact,Sumitomo Corp; Kansai Electric Power Co,Kansai Electric Power Co; Sumitomo Corp,-33.332186,116.228023,subcritical,Oceania,https://www.gem.wiki/Bluewaters_power_station,Western Australia
L100000100038,G100000100964,Australia,Unit 3,Bluewaters power station,,,208.0,cancelled,,,exact,Sumitomo Corp; Kansai Electric Power Co,Kansai Electric Power Co; Sumitomo Corp,-33.332186,116.228023,subcritical,Oceania,https://www.gem.wiki/Bluewaters_power_station,Western Australia
L100000100038,G100000100965,Australia,Unit 4,Bluewaters power station,,,208.0,cancelled,,,exact,Sumitomo Corp; Kansai Electric Power Co,Kansai Electric Power Co; Sumitomo Corp,-33.332186,116.228023,subcritical,Oceania,https://www.gem.wiki/Bluewaters_power_station,Western Australia
L100000100012,G100000101159,Australia,--,Callide Oxyfuel Project,Callide-A power station,,30.0,retired,2012,2015,exact,CS Energy Ltd [100%],CS Energy Ltd [100.0%],-24.347222,150.617115,subcritical,Oceania,https://www.gem.wiki/Callide_Oxyfuel_Project,Queensland
L100000100013,G100000101160,Australia,Phase B Unit 1,Callide power station,,,350.0,operating,1989,,exact,CS Energy Ltd [100%],CS Energy Ltd [100.0%],-24.347222,150.617115,subcritical,Oceania,https://www.gem.wiki/Callide_power_station,Queensland
L100000100013,G100000101161,Australia,Phase B Unit 2,Callide power station,,,350.0,operating,1989,,exact,CS Energy Ltd [100%],CS Energy Ltd [100.0%],-24.347222,150.617115,subcritical,Oceania,https://www.gem.wiki/Callide_power_station,Queensland
L100000100013,G100000101162,Australia,Phase C Unit 3,Callide power station,,,460.0,operating,2001,,exact,IG Power (Callide) Ltd [50%]; CS Energy Ltd [50%],CS Energy Ltd [50.0%]; China Huaneng Group Co Ltd [25.0%]; Creditas BV,-24.347222,150.617115,supercritical,Oceania,https://www.gem.wiki/Callide_power_station,Queensland
L100000100013,G100000101163,Australia,Phase C Unit 4,Callide power station,,,460.0,operating,2001,,exact,IG Power (Callide) Ltd [50%]; CS Energy Ltd [50%],CS Energy Ltd [50.0%]; China Huaneng Group Co Ltd [25.0%]; Creditas BV,-24.347222,150.617115,supercritical,Oceania,https://www.gem.wiki/Callide_power_station,Queensland
L100000100039,G100000101664,Australia,Unit 1,Collie power station,,,350.0,operating,1999,,exact,Verve Energy [100%],Electricity Retail and Generation Corp,-33.343094,116.260847,subcritical,Oceania,https://www.gem.wiki/Collie_power_station,Western Australia
L100000104597,G100000114249,Australia,Unit 1,Collinsville (Shine Energy) power station,,,315.0,pre-permit,2028,,approximate,Shine Energy Pty Ltd [100%],Black Cockatoo Holdings Pty Ltd [100.0%],-20.545051,147.804557,unknown/CCS,Oceania,https://www.gem.wiki/Collinsville_(Shine_Energy)_power_station,New South Wales
L100000104597,G100001000595,Australia,Unit 2,Collinsville (Shine Energy) power station,,,315.0,pre-permit,2031,,approximate,Shine Energy Pty Ltd [100%],Black Cockatoo Holdings Pty Ltd [100.0%],-20.545051,147.804557,unknown/CCS,Oceania,https://www.gem.wiki/Collinsville_(Shine_Energy)_power_station,New South Wales
L100000104597,G100001000596,Australia,Unit 3,Collinsville (Shine Energy) power station,,,315.0,pre-permit,2031,,approximate,Shine Energy Pty Ltd [100%],Black Cockatoo Holdings Pty Ltd [100.0%],-20.545051,147.804557,unknown/CCS,Oceania,https://www.gem.wiki/Collinsville_(Shine_Energy)_power_station,New South Wales
L100000100014,G100000101665,Australia,Unit 1,Collinsville power station,,,30.0,retired,1968,2012,exact,RATCH-Australia Corporation Pty Ltd [100%],RATCH Group PLC [100.0%],-20.545051,147.804557,subcritical,Oceania,https://www.gem.wiki/Collinsville_power_station,Queensland
L100000100014,G100000101666,Australia,Unit 2,Collinsville power station,,,30.0,retired,1968,2012,exact,RATCH-Australia Corporation Pty Ltd [100%],RATCH Group PLC [100.0%],-20.545051,147.804557,subcritical,Oceania,https://www.gem.wiki/Collinsville_power_station,Queensland
L100000100014,G100000101667,Australia,Unit 3,Collinsville power station,,,30.0,retired,1970,2012,exact,RATCH-Australia Corporation Pty Ltd [100%],RATCH Group PLC [100.0%],-20.545051,147.804557,subcritical,Oceania,https://www.gem.wiki/Collinsville_power_station,Queensland
L100000100014,G100000101668,Australia,Unit 4,Collinsville power station,,,30.0,retired,1971,2012,exact,RATCH-Australia Corporation Pty Ltd [100%],RATCH Group PLC [100.0%],-20.545051,147.804557,subcritical,Oceania,https://www.gem.wiki/Collinsville_power_station,Queensland
L100000100014,G100000101669,Australia,Unit 5,Collinsville power station,,,60.0,retired,1974,2012,exact,RATCH-Australia Corporation Pty Ltd [100%],RATCH Group PLC [100.0%],-20.545051,147.804557,subcritical,Oceania,https://www.gem.wiki/Collinsville_power_station,Queensland
L100000100040,G100000101697,Australia,Unit 1,Coolimba power station,,,150.0,cancelled,,,approximate,Coolimba Power [100%],Westgen Pty Ltd,-29.816667,115.266667,unknown,Oceania,https://www.gem.wiki/Coolimba_power_station,Western Australia
L100000100040,G100000101698,Australia,Unit 2,Coolimba power station,,,150.0,cancelled,,,approximate,Coolimba Power [100%],Westgen Pty Ltd,-29.816667,115.266667,unknown,Oceania,https://www.gem.wiki/Coolimba_power_station,Western Australia
L100000100040,G100000101699,Australia,Unit 3,Coolimba power station,,,150.0,cancelled,,,approximate,Coolimba Power [100%],Westgen Pty Ltd,-29.816667,115.266667,unknown,Oceania,https://www.gem.wiki/Coolimba_power_station,Western Australia
L100000100032,G100000102469,Australia,Unit 1,Dual Gas power station,,,300.0,cancelled,,,exact,Dual Gas [100%],HRL Holdings,-38.251967,146.41634,IGCC,Oceania,https://www.gem.wiki/Dual_Gas_power_station,Victoria
L100000100032,G100000102470,Australia,Unit 2,Dual Gas power station,,,300.0,cancelled,,,exact,Dual Gas [100%],HRL Holdings,-38.251967,146.41634,IGCC,Oceania,https://www.gem.wiki/Dual_Gas_power_station,Victoria
L100000100033,G100000102644,Australia,Unit 2,Energy Brix power station,Morwell power station,,30.0,retired,1958,2014,exact,Energy Brix Australia Ltd [100%],HRL Holdings,-38.25397,146.413666,subcritical,Oceania,https://www.gem.wiki/Energy_Brix_power_station,Victoria
L100000100033,G100000102645,Australia,Unit 3,Energy Brix power station,Morwell power station,,30.0,retired,1959,2014,exact,Energy Brix Australia Ltd [100%],HRL Holdings,-38.25397,146.413666,subcritical,Oceania,https://www.gem.wiki/Energy_Brix_power_station,Victoria
L100000100033,G100000102646,Australia,Unit 4,Energy Brix power station,Morwell power station,,30.0,retired,1959,2014,exact,Energy Brix Australia Ltd [100%],HRL Holdings,-38.25397,146.413666,subcritical,Oceania,https://www.gem.wiki/Energy_Brix_power_station,Victoria
L100000100033,G100000113572,Australia,Unit 5,Energy Brix power station,Morwell power station,,60.0,retired,1962,2014,exact,Energy Brix Australia Ltd [100%],HRL Holdings,-38.25397,146.413666,subcritical,Oceania,https://www.gem.wiki/Energy_Brix_power_station,Victoria
L100000100005,G100000102667,Australia,Unit 1,Eraring power station,,,720.0,operating,1981,,exact,Origin Energy Ltd [100%],Origin Energy Ltd [100.0%],-33.06223,151.521359,subcritical,Oceania,https://www.gem.wiki/Eraring_power_station,New South Wales
L100000100005,G100000102668,Australia,Unit 2,Eraring power station,,,720.0,operating,1982,,exact,Origin Energy Ltd [100%],Origin Energy Ltd [100.0%],-33.06223,151.521359,subcritical,Oceania,https://www.gem.wiki/Eraring_power_station,New South Wales
L100000100005,G100000102669,Australia,Unit 3,Eraring power station,,,720.0,operating,1983,,exact,Origin Energy Ltd [100%],Origin Energy Ltd [100.0%],-33.06223,151.521359,subcritical,Oceania,https://www.gem.wiki/Eraring_power_station,New South Wales
L100000100005,G100000102670,Australia,Unit 4,Eraring power station,,,720.0,operating,1984,,exact,Origin Energy Ltd [100%],Origin Energy Ltd [100.0%],-33.06223,151.521359,subcritical,Oceania,https://www.gem.wiki/Eraring_power_station,New South Wales
L100000100015,G100000102904,Australia,Unit 1,Galilee Basin Power Project,,,600.0,cancelled,,,approximate,to be determined [100%],to be determined [100.0%],-21.149203,144.799206,unknown,Oceania,https://www.gem.wiki/Galilee_Basin_Power_Project,Queensland
L100000100015,G100000102905,Australia,Unit 2,Galilee Basin Power Project,,,600.0,cancelled,,,approximate,to be determined [100%],to be determined [100.0%],-21.149203,144.799206,unknown,Oceania,https://www.gem.wiki/Galilee_Basin_Power_Project,Queensland
L100000100016,G100000102906,Australia,Unit 1,Galilee Power project,,,700.0,cancelled,,,approximate,Waratah Coal Pty Ltd [100%],Mineralogy Pty Ltd [100.0%],-23.473166,146.551237,IGCC,Oceania,https://www.gem.wiki/Galilee_Power_project,Queensland
L100000100016,G100000102907,Australia,Unit 2,Galilee Power project,,,700.0,cancelled,,,approximate,Waratah Coal Pty Ltd [100%],Mineralogy Pty Ltd [100.0%],-23.473166,146.551237,IGCC,Oceania,https://www.gem.wiki/Galilee_Power_project,Queensland
L100000100017,G100000103048,Australia,Unit 1,Gladstone power station,,,280.0,operating,1976,,exact,NRG Gladstone Operating Services Pty Ltd [100%],Rio Tinto Alcan Inc [42.1%]; NRG Energy Inc [37.5%]; SLMA GPS Pty Ltd [8.5%]; Ryowa II GPS Pty Ltd [7.1%],-23.850667,151.219711,subcritical,Oceania,https://www.gem.wiki/Gladstone_power_station,Queensland
L100000100017,G100000103049,Australia,Unit 2,Gladstone power station,,,280.0,operating,1977,,exact,NRG Gladstone Operating Services Pty Ltd [100%],Rio Tinto Alcan Inc [42.1%]; NRG Energy Inc [37.5%]; SLMA GPS Pty Ltd [8.5%]; Ryowa II GPS Pty Ltd [7.1%],-23.850667,151.219711,subcritical,Oceania,https://www.gem.wiki/Gladstone_power_station,Queensland
L100000100017,G100000103050,Australia,Unit 3,Gladstone power station,,,280.0,operating,1978,,exact,NRG Gladstone Operating Services Pty Ltd [100%],Rio Tinto Alcan Inc [42.1%]; NRG Energy Inc [37.5%]; SLMA GPS Pty Ltd [8.5%]; Ryowa II GPS Pty Ltd [7.1%],-23.850667,151.219711,subcritical,Oceania,https://www.gem.wiki/Gladstone_power_station,Queensland
L100000100017,G100000103051,Australia,Unit 4,Gladstone power station,,,280.0,operating,1979,,exact,NRG Gladstone Operating Services Pty Ltd [100%],Rio Tinto Alcan Inc [42.1%]; NRG Energy Inc [37.5%]; SLMA GPS Pty Ltd [8.5%]; Ryowa II GPS Pty Ltd [7.1%],-23.850667,151.219711,subcritical,Oceania,https://www.gem.wiki/Gladstone_power_station,Queensland
L100000100017,G100000103052,Australia,Unit 5,Gladstone power station,,,280.0,operating,1981,,exact,NRG Gladstone Operating Services Pty Ltd [100%],Rio Tinto Alcan Inc [42.1%]; NRG Energy Inc [37.5%]; SLMA GPS Pty Ltd [8.5%]; Ryowa II GPS Pty Ltd [7.1%],-23.850667,151.219711,subcritical,Oceania,https://www.gem.wiki/Gladstone_power_station,Queensland
L100000100017,G100000103053,Australia,Unit 6,Gladstone power station,,,280.0,operating,1982,,exact,NRG Gladstone Operating Services Pty Ltd [100%],Rio Tinto Alcan Inc [42.1%]; NRG Energy Inc [37.5%]; SLMA GPS Pty Ltd [8.5%]; Ryowa II GPS Pty Ltd [7.1%],-23.850667,151.219711,subcritical,Oceania,https://www.gem.wiki/Gladstone_power_station,Queensland
L100000104598,G100000114254,Australia,Unit 1,Hazelwood (Sunset Power International) power station,,,660.0,cancelled,,,approximate,Sunset Power International Pty Ltd [100%],Engiana Establishment [100.0%],-38.271833,146.390879,unknown,Oceania,https://www.gem.wiki/Hazelwood_(Sunset_Power_International)_power_station,Victoria
L100000104598,G100000114255,Australia,Unit 2,Hazelwood (Sunset Power International) power station,,,660.0,cancelled,,,approximate,Sunset Power International Pty Ltd [100%],Engiana Establishment [100.0%],-38.271833,146.390879,unknown,Oceania,https://www.gem.wiki/Hazelwood_(Sunset_Power_International)_power_station,Victoria
L100000100034,G100000103693,Australia,Unit 1,Hazelwood power station,,,200.0,retired,1964,2017,exact,GDF Suez Australian Energy Pty Ltd [100%],GDF Suez Australian Energy Pty Ltd [100.0%],-38.271833,146.390879,subcritical,Oceania,https://www.gem.wiki/Hazelwood_power_station,Victoria
L100000100034,G100000103694,Australia,Unit 2,Hazelwood power station,,,200.0,retired,1965,2017,exact,GDF Suez Australian Energy Pty Ltd [100%],GDF Suez Australian Energy Pty Ltd [100.0%],-38.271833,146.390879,subcritical,Oceania,https://www.gem.wiki/Hazelwood_power_station,Victoria
L100000100034,G100000103695,Australia,Unit 3,Hazelwood power station,,,200.0,retired,1966,2017,exact,GDF Suez Australian Energy Pty Ltd [100%],GDF Suez Australian Energy Pty Ltd [100.0%],-38.271833,146.390879,subcritical,Oceania,https://www.gem.wiki/Hazelwood_power_station,Victoria
L100000100034,G100000103696,Australia,Unit 4,Hazelwood power station,,,200.0,retired,1967,2017,exact,GDF Suez Australian Energy Pty Ltd [100%],GDF Suez Australian Energy Pty Ltd [100.0%],-38.271833,146.390879,subcritical,Oceania,https://www.gem.wiki/Hazelwood_power_station,Victoria
L100000100034,G100000103697,Australia,Unit 5,Hazelwood power station,,,200.0,retired,1968,2017,exact,GDF Suez Australian Energy Pty Ltd [100%],GDF Suez Australian Energy Pty Ltd [100.0%],-38.271833,146.390879,subcritical,Oceania,https://www.gem.wiki/Hazelwood_power_station,Victoria
L100000100034,G100000103698,Australia,Unit 6,Hazelwood power station,,,200.0,retired,1969,2017,exact,GDF Suez Australian Energy Pty Ltd [100%],GDF Suez Australian Energy Pty Ltd [100.0%],-38.271833,146.390879,subcritical,Oceania,https://www.gem.wiki/Hazelwood_power_station,Victoria
L100000100034,G100000103699,Australia,Unit 7,Hazelwood power station,,,200.0,retired,1970,2017,exact,GDF Suez Australian Energy Pty Ltd [100%],GDF Suez Australian Energy Pty Ltd [100.0%],-38.271833,146.390879,subcritical,Oceania,https://www.gem.wiki/Hazelwood_power_station,Victoria
L100000100034,G100000103700,Australia,Unit 8,Hazelwood power station,,,200.0,retired,1971,2017,exact,GDF Suez Australian Energy Pty Ltd [100%],GDF Suez Australian Energy Pty Ltd [100.0%],-38.271833,146.390879,subcritical,Oceania,https://www.gem.wiki/Hazelwood_power_station,Victoria
L100000100018,G100000105802,Australia,Unit 1,Kogan Creek power station,,,750.0,operating,2007,,exact,CS Energy Ltd [100%],CS Energy Ltd [100.0%],-26.917881,150.750738,supercritical,Oceania,https://www.gem.wiki/Kogan_Creek_power_station,Queensland
L100000104765,G100000114823,Australia,Unit 1,Kurri Kurri power station,,,1000.0,cancelled,,,approximate,China Energy Engineering Group Hunan Electric Power Design Institute Co Ltd; Cavcorp Pty Ltd,Cavcorp Pty Ltd; China Energy Engineering Group Hunan Electric Power Design Institute Co Ltd,-32.829077,151.467635,ultra-supercritical,Oceania,https://www.gem.wiki/Kurri_Kurri_power_station,New South Wales
L100000104765,G100000114824,Australia,Unit 2,Kurri Kurri power station,,,1000.0,cancelled,,,approximate,China Energy Engineering Group Hunan Electric Power Design Institute Co Ltd; Cavcorp Pty Ltd,Cavcorp Pty Ltd; China Energy Engineering Group Hunan Electric Power Design Institute Co Ltd,-32.829077,151.467635,ultra-supercritical,Oceania,https://www.gem.wiki/Kurri_Kurri_power_station,New South Wales
L100000100041,G100000106053,Australia,Phase A Unit 1,Kwinana power station,,,120.0,retired,1970,2010,exact,Verve Energy [100%],Electricity Retail and Generation Corp,-32.198337,115.775155,subcritical,Oceania,https://www.gem.wiki/Kwinana_power_station,Western Australia
L100000100041,G100000106054,Australia,Phase A Unit 2,Kwinana power station,,,120.0,retired,1971,2010,exact,Verve Energy [100%],Electricity Retail and Generation Corp,-32.198337,115.775155,subcritical,Oceania,https://www.gem.wiki/Kwinana_power_station,Western Australia
L100000100041,G100000106055,Australia,Phase C Unit 1,Kwinana power station,,,200.0,retired,1976,2015,exact,Verve Energy [100%],Electricity Retail and Generation Corp,-32.198337,115.775155,subcritical,Oceania,https://www.gem.wiki/Kwinana_power_station,Western Australia
L100000100041,G100000106056,Australia,Phase C Unit 2,Kwinana power station,,,200.0,retired,1978,2015,exact,Verve Energy [100%],Electricity Retail and Generation Corp,-32.198337,115.775155,subcritical,Oceania,https://www.gem.wiki/Kwinana_power_station,Western Australia
L100000100006,G100000106281,Australia,Unit 1,Liddell power station,,,500.0,retired,1971,2023,exact,AGL Energy Ltd [100%],AGL Energy Ltd [100.0%],-32.3716,150.978421,subcritical,Oceania,https://www.gem.wiki/Liddell_power_station,New South Wales
L100000100006,G100000106282,Australia,Unit 2,Liddell power station,,,500.0,retired,1972,2023,exact,AGL Energy Ltd [100%],AGL Energy Ltd [100.0%],-32.3716,150.978421,subcritical,Oceania,https://www.gem.wiki/Liddell_power_station,New South Wales
L100000100006,G100000106283,Australia,Unit 3,Liddell power station,,,500.0,retired,1972,2022,exact,AGL Energy Ltd [100%],AGL Energy Ltd [100.0%],-32.3716,150.978421,subcritical,Oceania,https://www.gem.wiki/Liddell_power_station,New South Wales
L100000100006,G100000106284,Australia,Unit 4,Liddell power station,,,500.0,retired,1973,2023,exact,AGL Energy Ltd [100%],AGL Energy Ltd [100.0%],-32.3716,150.978421,subcritical,Oceania,https://www.gem.wiki/Liddell_power_station,New South Wales
L100000100035,G100000106430,Australia,Unit 1,Loy Yang A power station,,,560.0,operating,1984,,exact,Loy Yang Power Management Pty Ltd [100%],AGL Energy Ltd [100.0%],-38.252414,146.575334,subcritical,Oceania,https://www.gem.wiki/Loy_Yang_A_power_station,Victoria
L100000100035,G100000106431,Australia,Unit 2,Loy Yang A power station,,,535.0,operating,1984,,exact,Loy Yang Power Management Pty Ltd [100%],AGL Energy Ltd [100.0%],-38.252414,146.575334,subcritical,Oceania,https://www.gem.wiki/Loy_Yang_A_power_station,Victoria
L100000100035,G100000106432,Australia,Unit 3,Loy Yang A power station,,,560.0,operating,1987,,exact,Loy Yang Power Management Pty Ltd [100%],AGL Energy Ltd [100.0%],-38.252414,146.575334,subcritical,Oceania,https://www.gem.wiki/Loy_Yang_A_power_station,Victoria
L100000100035,G100000106433,Australia,Unit 4,Loy Yang A power station,,,560.0,operating,1987,,exact,Loy Yang Power Management Pty Ltd [100%],AGL Energy Ltd [100.0%],-38.252414,146.575334,subcritical,Oceania,https://www.gem.wiki/Loy_Yang_A_power_station,Victoria
L100000100036,G100000106434,Australia,Unit 1,Loy Yang B power station,,,513.0,operating,1993,,exact,Alinta Energy Pty Ltd [100%],Chow Tai Fook Enterprises Ltd [100.0%],-38.255503,146.586018,subcritical,Oceania,https://www.gem.wiki/Loy_Yang_B_power_station,Victoria
L100000100036,G100000106435,Australia,Unit 2,Loy Yang B power station,,,513.0,operating,1996,,exact,Alinta Energy Pty Ltd [100%],Chow Tai Fook Enterprises Ltd [100.0%],-38.255503,146.586018,subcritical,Oceania,https://www.gem.wiki/Loy_Yang_B_power_station,Victoria
L100000100019,G100000106926,Australia,Unit 1,Millmerran power station,,,440.0,operating,2002,,exact,Millmerran Power Management Pty Ltd [100%],China Huaneng Group Co Ltd,-27.960696,151.279301,supercritical,Oceania,https://www.gem.wiki/Millmerran_power_station,Queensland
L100000100019,G100000106927,Australia,Unit 2,Millmerran power station,,,440.0,operating,2003,,exact,Millmerran Power Management Pty Ltd [100%],China Huaneng Group Co Ltd,-27.960696,151.279301,supercritical,Oceania,https://www.gem.wiki/Millmerran_power_station,Queensland
L100000100020,G100000107015,Australia,--,Moray power station,,,150.0,cancelled,2018,,approximate,Moray Power [100%],RCR Tomlinson,-22.012451,146.383553,subcritical,Oceania,https://www.gem.wiki/Moray_power_station,Queensland
L100000100007,G100000107053,Australia,Unit 1,Mount Piper power station,,,730.0,operating,1993,,exact,EnergyAustralia Pty Ltd [100%],CLP Holdings Ltd [100.0%],-33.358087,150.032036,subcritical,Oceania,https://www.gem.wiki/Mount_Piper_power_station,New South Wales
L100000100007,G100000107054,Australia,Unit 2,Mount Piper power station,,,660.0,operating,1996,,exact,EnergyAustralia Pty Ltd [100%],CLP Holdings Ltd [100.0%],-33.358087,150.032036,subcritical,Oceania,https://www.gem.wiki/Mount_Piper_power_station,New South Wales
L100000100007,G100000107055,Australia,Unit 3,Mount Piper power station,,,750.0,cancelled,,,exact,EnergyAustralia Pty Ltd [100%],CLP Holdings Ltd [100.0%],-33.3586,150.0316,supercritical,Oceania,https://www.gem.wiki/Mount_Piper_power_station,New South Wales
L100000100007,G100000107056,Australia,Unit 4,Mount Piper power station,,,750.0,cancelled,,,exact,EnergyAustralia Pty Ltd [100%],CLP Holdings Ltd [100.0%],-33.3586,150.0316,supercritical,Oceania,https://www.gem.wiki/Mount_Piper_power_station,New South Wales
L100000100042,G100000107081,Australia,Stage A Unit 1,Muja power station,,,60.0,retired,1966,2017,exact,Verve Energy [100%],Electricity Retail and Generation Corp,-33.445875,116.307528,subcritical,Oceania,https://www.gem.wiki/Muja_power_station,Western Australia
L100000100042,G100000107082,Australia,Stage A Unit 2,Muja power station,,,60.0,retired,1966,2017,exact,Verve Energy [100%],Electricity Retail and Generation Corp,-33.445875,116.307528,subcritical,Oceania,https://www.gem.wiki/Muja_power_station,Western Australia
L100000100042,G100000107083,Australia,Stage B Unit 3,Muja power station,,,60.0,retired,1968,2017,exact,Verve Energy [100%],Electricity Retail and Generation Corp,-33.445875,116.307528,subcritical,Oceania,https://www.gem.wiki/Muja_power_station,Western Australia
L100000100042,G100000107084,Australia,Stage B Unit 4,Muja power station,,,60.0,retired,1969,2017,exact,Verve Energy [100%],Electricity Retail and Generation Corp,-33.445875,116.307528,subcritical,Oceania,https://www.gem.wiki/Muja_power_station,Western Australia
L100000100042,G100000107085,Australia,Stage C Unit 5,Muja power station,,,200.0,retired,1980,2022,exact,Verve Energy [100%],Electricity Retail and Generation Corp,-33.445875,116.307528,subcritical,Oceania,https://www.gem.wiki/Muja_power_station,Western Australia
L100000100042,G100000107086,Australia,Stage C Unit 6,Muja power station,,,200.0,operating,1981,,exact,Verve Energy [100%],Electricity Retail and Generation Corp,-33.445875,116.307528,subcritical,Oceania,https://www.gem.wiki/Muja_power_station,Western Australia
L100000100042,G100000107087,Australia,Stage D Unit 7,Muja power station,,,227.0,operating,1984,,exact,Verve Energy [100%],Electricity Retail and Generation Corp,-33.445875,116.307528,subcritical,Oceania,https://www.gem.wiki/Muja_power_station,Western Australia
L100000100042,G100000107088,Australia,Stage D Unit 8,Muja power station,,,227.0,operating,1985,,exact,Verve Energy [100%],Electricity Retail and Generation Corp,-33.445875,116.307528,subcritical,Oceania,https://www.gem.wiki/Muja_power_station,Western Australia
L100000100008,G100000107116,Australia,Unit 3,Munmorah power station,,,300.0,retired,1969,2012,exact,Delta Electricity Pty Ltd [100%],Engiana Establishment [100.0%],-33.212081,151.542216,subcritical,Oceania,https://www.gem.wiki/Munmorah_power_station,New South Wales
L100000100008,G100000107117,Australia,Unit 4,Munmorah power station,,,300.0,retired,1969,2012,exact,Delta Electricity Pty Ltd [100%],Engiana Establishment [100.0%],-33.212081,151.542216,subcritical,Oceania,https://www.gem.wiki/Munmorah_power_station,New South Wales
L100000100028,G100000107521,Australia,Unit 1,Northern Augusta power station,"Port Augusta power station, Northern power station",,260.0,retired,1984,2016,exact,Alinta Energy Pty Ltd [100%],Chow Tai Fook Enterprises Ltd [100.0%],-32.542518,137.78785,subcritical,Oceania,https://www.gem.wiki/Northern_Augusta_power_station,South Australia
L100000100028,G100000107522,Australia,Unit 2,Northern Augusta power station,"Port Augusta power station, Northern power station",,260.0,retired,1985,2016,exact,Alinta Energy Pty Ltd [100%],Chow Tai Fook Enterprises Ltd [100.0%],-32.542518,137.78785,subcritical,Oceania,https://www.gem.wiki/Northern_Augusta_power_station,South Australia
L100000100029,G100000108028,Australia,Unit 1,Playford power station,"Playford B power station, Port Augusta power station",,60.0,retired,1963,2016,exact,Alinta Energy Pty Ltd [100%],Chow Tai Fook Enterprises Ltd [100.0%],-32.538523,137.782198,subcritical,Oceania,https://www.gem.wiki/Playford_power_station,South Australia
L100000100029,G100000108029,Australia,Unit 2,Playford power station,"Playford B power station, Port Augusta power station",,60.0,retired,1963,2016,exact,Alinta Energy Pty Ltd [100%],Chow Tai Fook Enterprises Ltd [100.0%],-32.538523,137.782198,subcritical,Oceania,https://www.gem.wiki/Playford_power_station,South Australia
L100000100029,G100000108030,Australia,Unit 3,Playford power station,"Playford B power station, Port Augusta power station",,60.0,retired,1963,2016,exact,Alinta Energy Pty Ltd [100%],Chow Tai Fook Enterprises Ltd [100.0%],-32.538523,137.782198,subcritical,Oceania,https://www.gem.wiki/Playford_power_station,South Australia
L100000100029,G100000108031,Australia,Unit 4,Playford power station,"Playford B power station, Port Augusta power station",,60.0,retired,1963,2016,exact,Alinta Energy Pty Ltd [100%],Chow Tai Fook Enterprises Ltd [100.0%],-32.538523,137.782198,subcritical,Oceania,https://www.gem.wiki/Playford_power_station,South Australia
L100000100009,G100000108506,Australia,Unit 1,Redbank power station,,,151.0,retired,2001,2014,exact,Redbank Energy Ltd [100%],Chow Tai Fook Enterprises Ltd,-32.580534,151.07147,subcritical,Oceania,https://www.gem.wiki/Redbank_power_station,New South Wales
L100000100021,G100000109599,Australia,Unit 1,Stanwell power station,,,365.0,operating,1993,,exact,Stanwell Corp Ltd [100%],Stanwell Corp Ltd [100.0%],-23.509114,150.317801,subcritical,Oceania,https://www.gem.wiki/Stanwell_power_station,Queensland
L100000100021,G100000109600,Australia,Unit 2,Stanwell power station,,,365.0,operating,1994,,exact,Stanwell Corp Ltd [100%],Stanwell Corp Ltd [100.0%],-23.509114,150.317801,subcritical,Oceania,https://www.gem.wiki/Stanwell_power_station,Queensland
L100000100021,G100000109601,Australia,Unit 3,Stanwell power station,,,365.0,operating,1995,,exact,Stanwell Corp Ltd [100%],Stanwell Corp Ltd [100.0%],-23.509114,150.317801,subcritical,Oceania,https://www.gem.wiki/Stanwell_power_station,Queensland
L100000100021,G100000109602,Australia,Unit 4,Stanwell power station,,,365.0,operating,1996,,exact,Stanwell Corp Ltd [100%],Stanwell Corp Ltd [100.0%],-23.509114,150.317801,subcritical,Oceania,https://www.gem.wiki/Stanwell_power_station,Queensland
L100000104726,G100000114671,Australia,Unit 1,Swanbank-A power station,,,66.0,retired,1966,2002,exact,Stanwell Corp Ltd [100%],Stanwell Corp Ltd [100.0%],-27.660536,152.812899,subcritical,Oceania,https://www.gem.wiki/Swanbank-A_power_station,Queensland
L100000104726,G100000114672,Australia,Unit 2,Swanbank-A power station,,,66.0,retired,1966,2002,exact,Stanwell Corp Ltd [100%],Stanwell Corp Ltd [100.0%],-27.660536,152.812899,subcritical,Oceania,https://www.gem.wiki/Swanbank-A_power_station,Queensland
L100000104726,G100000114673,Australia,Unit 3,Swanbank-A power station,,,66.0,retired,1967,2002,exact,Stanwell Corp Ltd [100%],Stanwell Corp Ltd [100.0%],-27.660536,152.812899,subcritical,Oceania,https://www.gem.wiki/Swanbank-A_power_station,Queensland
L100000104726,G100000114674,Australia,Unit 4,Swanbank-A power station,,,66.0,retired,1968,2002,exact,Stanwell Corp Ltd [100%],Stanwell Corp Ltd [100.0%],-27.660536,152.812899,subcritical,Oceania,https://www.gem.wiki/Swanbank-A_power_station,Queensland
L100000104726,G100000114675,Australia,Unit 5,Swanbank-A power station,,,66.0,retired,1968,2002,exact,Stanwell Corp Ltd [100%],Stanwell Corp Ltd [100.0%],-27.660536,152.812899,subcritical,Oceania,https://www.gem.wiki/Swanbank-A_power_station,Queensland
